Section,Criteria,Topic1,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectOption,Description
Digital Environments-Networks,7.3.3,Connection Types,Ethernet cables typically support...,Global routing only,Laser-based switching,Gigabit or faster speeds,Short-range pairing,c,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,Copper Ethernet cabling is vulnerable to...,Light-pulse distortion,Water damage only,Electromagnetic interference,Glass-core bending,c,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,Fibre-optic cables are immune to...,Copper oxidation,Signal fading,Wireless congestion,Electromagnetic interference,d,wired - fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Wireless networks require...,Wireless access points,Glass-core routers,Copper transceivers,Laser repeaters,a,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,A benefit of using wired connections is...,Cheaper access points,Full mobility,More stable connections,Easier interception,c,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,A drawback of fibre-optic installation is...,Lower cost,Low interference,Fragility and installation difficulty,Short-range capabilities,c,wired - fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Wireless networks improve...,Mobility for users,Highest stability,Complete security,Long-distance cabling,a,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,Wired networks typically offer...,Low latency and stability,Highest mobility,Zero interference,Unlimited bandwidth,a,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,Wireless access points enable devices to...,Connect without cables,Send fibre-optic pulses,Regenerate copper signals,Provide wired shielding,a,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,Copper cabling is most suitable for...,City-wide links,Undersea routing,Short-distance office links,Global WANs,c,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,Fibre-optic cabling is most suitable for...,Temporary hotspots,Short cable runs,Backbone networks,Mobile devices,c,wired - fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Wireless connections are most suitable for...,Heavy data-centre routing,Guaranteed stability,Mobile and flexible access,Long-distance backbone traffic,c,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,Which of the following is a feature of WAPs-,Directing fibre light,Broadcasting Wi-Fi signals,Regenerating copper signals,Amplifying VPN tunnels,b,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,"Compared to copper, fibre-optic links are preferred for core backbones because...",they offer longer reach and immunity to EMI,they use cheaper transceivers,they require no patch panels,they are easier to field-terminate,a,fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Copper Ethernet runs beyond 100 m typically require...,CAT3 cabling for compliance,jumbo frames to reduce loss,PoE++ injectors for stability,active devices or extenders to avoid attenuation,d,copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,A practical benefit of wired connections over Wi-Fi is...,zero packet loss,unlimited bandwidth,consistently lower latency and jitter,automatic encryption,c,wired - general
Digital Environments-Networks,7.3.3,Connection Types,A drawback of fibre-optic deployments is...,excess heat generation,susceptibility to electromagnetic noise,very short maximum distance,higher installation cost and fragility of strands,d,fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Co-channel interference in dense Wi-Fi occurs when...,multiple APs use overlapping channels in proximity,RSSI is too strong on wired ports,APs have mismatched PoE budgets,SSID names are duplicated,a,wireless - WAPs
Digital Environments-Networks,7.3.3,Connection Types,A wireless access point primarily provides...,optical multiplexing,NAT and firewall at layer-3 by default,block-level storage services,layer-2 connectivity for wireless clients,d,wireless - WAPs
Digital Environments-Networks,7.3.3,Connection Types,"For building-to-building links across a campus, the preferred medium is...",unshielded CAT3 copper,single-mode fibre backbones,802.11b bridges,USB extenders,b,fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Why can high-density AP deployments lower overall throughput-,802.1Q truncates airtime,PoE injectors limit frame sizes,SSID beacons consume RAM,channel reuse and contention increase collisions,d,wireless - WAPs
Digital Environments-Networks,7.3.3,Connection Types,"Compared with multi-mode, single-mode fibre is preferred for...","long-haul, higher-bandwidth, lower loss links",short patch leads only,cheaper transceivers at short range,legacy 100Base-FX only,a,fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Copper Ethernet is more susceptible than fibre to...,chromatic dispersion,EMI and crosstalk,splice loss,connector reflection,b,copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,An advantage of wired backhaul for WAPs is...,predictable capacity independent of RF conditions,built-in roaming without controllers,fewer switch ports required,automatic DFS selection,a,wireless - WAPs
Digital Environments-Networks,7.3.3,Connection Types,Why is PoE attractive for edge devices-,it removes need for switches,it increases PHY data rate,single cable for data and power,it eliminates cabling limits,c,copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,A drawback of very long fibre runs is...,optical attenuation requiring amplification,EMI saturation,coax reflections,CAT ratings mismatch,a,fibre-optic
Digital Environments-Networks,7.3.4,Topologies,What is a defining feature of a star topology-,Nodes connect in a closed loop,Each node connects to every other,All nodes connect to a central device,Devices share a single bus,c,star topology
Digital Environments-Networks,7.3.4,Topologies,A benefit of star topology is...,Easy to add/remove devices,Lowest cabling cost,No single points of failure,No need for switches,a,star topology
Digital Environments-Networks,7.3.4,Topologies,A drawback of star topology is...,Complex routing,Single point of failure at the hub/switch,Difficult fault isolation,No central management,b,star topology
Digital Environments-Networks,7.3.4,Topologies,"In a star, if one spoke cable fails...",Broadcast storms occur,The entire network fails,All devices slow down,Only that device is affected,d,star topology
Digital Environments-Networks,7.3.4,Topologies,The central device in a star is typically a...,Repeater only,Router only,Switch or hub,Bridge only,c,star topology
Digital Environments-Networks,7.3.4,Topologies,What defines a mesh topology-,All nodes connect to a central hub,Many or all nodes interconnect,A single backbone with branches,Devices share a single coax,b,mesh topology
Digital Environments-Networks,7.3.4,Topologies,A benefit of full mesh is...,High fault tolerance,Minimal cabling,Simple to configure,Lowest hardware cost,a,mesh topology
Digital Environments-Networks,7.3.4,Topologies,A drawback of mesh topology is...,No path diversity,Low redundancy,Single point of failure,High cabling and configuration cost,d,mesh topology
Digital Environments-Networks,7.3.4,Topologies,Mesh topologies are well-suited for...,Small home networks only,Mission-critical or wireless backhaul,One-room labs only,Temporary pop-ups,b,mesh topology
Digital Environments-Networks,7.3.4,Topologies,"In mesh networks, resilience is achieved by...",Shared bus access,A single backbone,Multiple redundant paths,Half-duplex links,c,mesh topology
Digital Environments-Networks,7.3.4,Topologies,A tree topology is best described as...,A hierarchy of star/bus segments,A ring of switches,A full mesh of routers,A daisy-chain of repeaters,a,tree topology
Digital Environments-Networks,7.3.4,Topologies,A benefit of a tree topology is...,No single points of failure,Hierarchical management,Least cabling of all,Self-healing without protocols,b,tree topology
Digital Environments-Networks,7.3.4,Topologies,A drawback of a tree topology is...,No scalability limits,Failure near the root can impact many branches,Complex cabling everywhere,No need for central control,b,tree topology
Digital Environments-Networks,7.3.4,Topologies,Tree topologies are commonly used to...,Structuring large campus networks,Small peer-to-peer homes,Ad-hoc IoT clusters,Point-to-point links only,a,tree topology
Digital Environments-Networks,7.3.4,Topologies,"In a tree topology, a failure near the root can...",Only affect the failing leaf,Have no effect,Affect many downstream devices,Increase redundancy,c,tree topology
Digital Environments-Networks,7.3.4,Topologies,Logical topology refers to...,How data flows between nodes,Where cables and devices are placed,Rack elevation diagrams,The OSI physical layer spec,a,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,Physical topology refers to...,Traffic patterns only,How frames are switched,Routing protocols in use,Actual layout of cables and devices,d,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,Which statement about logical vs physical is correct-,Logical equals IP addressing only,Logical shows racks; physical shows VLANs,Both describe cabling,Physical shows placement; logical shows traffic flow,d,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,An Ethernet switch network physically wired as a star may logically operate as a...,Logical ring,Logical bus (switched Ethernet),Logical mesh,Logical tree,b,star topology
Digital Environments-Networks,7.3.4,Topologies,Wi-Fi often has a physical star around the AP but logically behaves like a...,Logical mesh,Logical ring,Logical tree,Shared logical medium,d,star topology
Digital Environments-Networks,7.3.4,Topologies,Star topology is preferred in offices because...,It simplifies troubleshooting and adds devices easily,It needs the least cables,It has no single point of failure,It removes the need for switches,a,star topology
Digital Environments-Networks,7.3.4,Topologies,Mesh topology is preferred in mission-critical networks because...,Redundant paths reduce outages,It requires no management,It always costs less,It scales perfectly without design,a,mesh topology
Digital Environments-Networks,7.3.4,Topologies,Tree topology helps large organisations by...,Grouping departments and segments,Removing all hierarchy,Avoiding VLANs,Eliminating uplinks,a,tree topology
Digital Environments-Networks,7.3.4,Topologies,"When planning logical topology, engineers mainly consider...","Traffic flow, switching and routing",Rack space and cable trays,Wall trunking routes,Patch panel counts,a,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,"When planning physical topology, engineers mainly consider...",QoS policies,Spanning trees and VLANs,Cabling routes and device placement,IP subnets only,c,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,A star topology’s scalability is...,Good (add more spokes),Very poor (can’t add nodes),Only via full mesh,Only via new backbones,a,star topology
Digital Environments-Networks,7.3.4,Topologies,A mesh topology’s scalability is...,Identical to star,Always easy and cheap,Unlimited without cost,Challenging without careful design,d,mesh topology
Digital Environments-Networks,7.3.4,Topologies,Tree topology’s manageability is...,Always automatic,Impossible without mesh,Easier due to hierarchy,Only via full mesh,c,tree topology
Digital Environments-Networks,7.3.4,Topologies,Logical topologies can change via configuration without...,Buying new IPs only,Changing cable colours,Re-cabling the network,Replacing end devices only,c,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,Physical topologies require changes to...,Cabling or device placement,Only firmware updates,VLAN changes only,QoS policy edits only,a,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,A MAN best fits...,personal device pairing,a single office floor,global intercontinental links,city-wide inter-site connectivity,d,MAN
Digital Environments-Networks,7.3.4,Topologies,A WAN link characteristic is typically...,in-room cable runs,microsecond latency and no jitter,higher latency and variable bandwidth,ad-hoc Bluetooth pairing,c,WAN
Digital Environments-Networks,7.3.4,Topologies,A PAN is most appropriate for...,multi-campus routing,short-range wearable sensors,metro fibre rings,branch-office MPLS,b,PAN
Digital Environments-Networks,7.3.4,Topologies,A defining feature of star topology is...,shared coaxial bus,each node daisy-chains in a loop,all nodes attach to a central switch,every node connects to every other,c,star topology
Digital Environments-Networks,7.3.4,Topologies,The main resilience weakness of star topologies is...,lack of VLAN support,excess cabling at the edge,broadcasts are impossible,central device as single point of failure,d,star topology
Digital Environments-Networks,7.3.4,Topologies,Full-mesh networks scale poorly due to...,no path redundancy,lack of duplex links,quadratic growth of links and routing state,absence of spanning tree,c,mesh topology
Digital Environments-Networks,7.3.4,Topologies,Tree topology is commonly used to...,form closed token rings,aggregate access layers into core layers,replace routing protocols,eliminate uplinks,b,tree topology
Digital Environments-Networks,7.3.4,Topologies,Logical vs physical: a campus may be physically star-wired but logically...,a pure bus with collisions,a token ring,a full mesh,a switched bus segmentation,d,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,Spanning Tree Protocol in a tree-like LAN primarily...,ensures QoS fairness,prevents VLAN hopping,prevents loops by blocking redundant paths,encrypts management frames,c,tree topology
Digital Environments-Networks,7.3.4,Topologies,Why does VLAN segmentation change the logical topology-,it alters L2 broadcast domains without re-cabling,it replaces switches with routers,it shortens copper runs,it forces star to mesh,a,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,"In partial-mesh WANs, the hardest metric to keep consistent is...",port speed negotiation,MAC address uniqueness,duplex mismatch rate,end-to-end latency and jitter,d,mesh topology
Digital Environments-Networks,7.3.4,Topologies,"During incident response, physical topology is needed to...",set DFS channels,calculate OSPF costs,tune MTU sizes,locate cabling paths and devices quickly,d,logical vs physical
Digital Environments-Networks,7.3.4,Topologies,Which LAN design choice most reduces broadcast domain size without re-cabling-,Using hubs instead of switches,Replacing copper with fibre,Increasing PoE budget,VLANs on managed switches,d,LAN
Digital Environments-Networks,7.3.4,Topologies,Why do WAN links often exhibit higher jitter than LAN links-,variable queuing across multiple hops,half-duplex Ethernet on core,excess CRC errors in copper,fixed-rate TDM only,a,WAN
Digital Environments-Networks,7.3.4,Topologies,Dense mesh topologies impact routing because...,duplex settings are ignored,MAC tables overflow by design,path computation grows rapidly with node count,QoS markings are stripped,c,mesh topology
Digital Environments-Networks,7.3.4,Topologies,Star-wired access with redundant core switches primarily improves...,RF channel reuse,resilience against single core failures,PoE voltage stability,client battery life,b,star topology
Digital Environments-Networks,7.3.4,Topologies,Tree topologies in campuses typically map to...,pure full-mesh,ring of hubs,token bus segments,"access, distribution, core layers",d,tree topology
Security,8.1.1,Types of confidential info,Which of the following is considered HR confidential information-,Office opening hours,Staff salaries and benefits,Company logo,Public job postings,b,Staff salaries and benefits
Security,8.1.1,Types of confidential info,Staff personal details may include:,Customer reviews,Employee home addresses,Office cleaning schedules,Marketing materials,b,Employee home addresses
Security,8.1.1,Types of confidential info,Which of these is commercially sensitive information-,Public website content,Client details,Weather data,Recruitment advertisements,b,Client details
Security,8.1.1,Types of confidential info,Intellectual property refers to:,Free images from the internet,Creative or proprietary work owned by an organisation,Public transport timetables,Generic templates,b,Creative or proprietary work owned by an organisation
Security,8.1.1,Types of confidential info,Contracts are considered confidential because they contain:,Public event details,Legally binding terms and sensitive agreements,Weather forecasts,Emails to customers,b,Legally binding terms and sensitive agreements
Security,8.1.1,Types of confidential info,Which of the following is classed as access information-,Supplier logos,Passwords,Meeting notes,Café menus,b,Passwords
Security,8.1.1,Types of confidential info,Multi-factor authentication (MFA) details may include:,Team rotas,One-time codes sent to devices,Public records,Website banner images,b,One-time codes sent to devices
Security,8.1.1,Types of confidential info,A personal identification number (PIN) is used to:,Access secured systems,Schedule meetings,Approve marketing materials,Share public announcements,a,Access secured systems
Security,8.1.1,Types of confidential info,Passphrases differ from passwords because they are:,Always numeric,A longer sequence of words or characters,Publicly shared,Easy to guess,b,A longer sequence of words or characters
Security,8.1.1,Types of confidential info,Biometric data includes:,Favourite colours,Fingerprints and facial recognition,Marketing preferences,Job titles,b,Fingerprints and facial recognition
Security,8.1.1,Types of confidential info,Why must salaries be kept confidential-,To reduce recruitment,To prevent competitors offering higher wages,To avoid overtime,To reduce tax,b,To prevent competitors offering higher wages
Security,8.1.1,Types of confidential info,Confidential salaries prevent staff from:,Comparing pay and demanding increases,Taking holidays,Working remotely,Reporting issues,a,Comparing pay and demanding increases
Security,8.1.1,Types of confidential info,Why should staff personal details be protected-,To protect privacy,To increase advertising,To improve office décor,To boost sales,a,To protect privacy
Security,8.1.1,Types of confidential info,Keeping staff details confidential prevents:,Competitors contacting them directly,More lunch breaks,IT system updates,Marketing emails,a,Competitors contacting them directly
Security,8.1.1,Types of confidential info,Why must intellectual property be kept confidential-,To prevent competitors copying designs,To increase meetings,To reduce training,To improve décor,a,To prevent competitors copying designs
Security,8.1.1,Types of confidential info,Client details must be protected to:,Improve sales reports,Prevent competitors approaching clients,Reduce workload,Increase office space,b,Prevent competitors approaching clients
Security,8.1.1,Types of confidential info,Confidentiality supports client privacy by:,Hiding errors,Protecting personal and business data,Preventing meetings,Blocking IT upgrades,b,Protecting personal and business data
Security,8.1.1,Types of confidential info,Sales numbers should remain confidential because:,They reveal weaknesses competitors can exploit,They reduce parking spaces,They change office layout,They affect staff holidays,a,They reveal weaknesses competitors can exploit
Security,8.1.1,Types of confidential info,Why must access information remain confidential-,To prevent unauthorised access,To increase sales,To reduce printing costs,To improve décor,a,To prevent unauthorised access
Security,8.1.1,Types of confidential info,Passwords and PINs must be kept secure to:,Allow anyone access,Maintain system security,Reduce staff,Improve marketing,b,Maintain system security
Security,8.2.1,Technical Threats,What is a botnet-,A secure server,A network of compromised devices,A type of firewall,A backup method,b,A network of compromised devices
Security,8.2.1,Technical Threats,Botnets are commonly used to:,Improve security,Launch coordinated cyber attacks,Backup data,Update software,b,Launch coordinated cyber attacks
Security,8.2.1,Technical Threats,A key prevention method for botnets is:,Using weak passwords,Disabling antivirus,Keeping systems patched,Sharing login details,c,Keeping systems patched
Security,8.2.1,Technical Threats,A DoS attack aims to:,Speed up servers,Make a service unavailable,Encrypt data,Improve bandwidth,b,Make a service unavailable
Security,8.2.1,Technical Threats,A DDoS attack differs from DoS because it:,Uses one attacker only,Uses many compromised devices,Fixes vulnerabilities,Improves uptime,b,Uses many compromised devices
Security,8.2.1,Technical Threats,A mitigation method for DDoS is:,Rate limiting,Ignoring traffic logs,Allowing open ports,Sharing passwords,a,Rate limiting
Security,8.2.1,Technical Threats,Hacktivists typically hack to:,Steal bandwidth,Promote political or social causes,Fix vulnerabilities,Provide support,b,Promote political or social causes
Security,8.2.1,Technical Threats,Nation-state attackers usually target:,Low-value home users,High-value political and economic targets,Photo libraries,Email newsletters,b,High-value political and economic targets
Security,8.2.1,Technical Threats,Organised cybercrime groups aim to:,Donate money,Gain financial profit,Enhance security,Improve user training,b,Gain financial profit
Security,8.2.1,Technical Threats,Individuals hacking for fun are often called:,Script kiddies,Auditors,Admins,Moderators,a,Script kiddies
Security,8.2.1,Technical Threats,Brute force attacks work by:,Guessing thousands of possible passwords,Deleting passwords,Encrypting devices,Blocking logins,a,Guessing thousands of possible passwords
Security,8.2.1,Technical Threats,A prevention method against password cracking is:,Short passwords,Enabling account lockout,Sharing passwords,Reusing logins,b,Enabling account lockout
Security,8.2.1,Technical Threats,Cross-site scripting (XSS) targets:,Client-side scripts in web pages,Database indexes,Server cooling systems,Backup tapes,a,Client-side scripts in web pages
Security,8.2.1,Technical Threats,A mitigation for XSS is:,Input validation,Open ports,Password reuse,Unpatched APIs,a,Input validation
Security,8.2.1,Technical Threats,SQL injection exploits:,Weak database queries,USB sticks,Unpatched printers,RAM leaks,a,Weak database queries
Security,8.2.1,Technical Threats,"To prevent SQL injection, developers should use:",Plain queries,Parameterized statements,Hardcoded passwords,Old drivers,b,Parameterized statements
Security,8.2.1,Technical Threats,A buffer overflow happens when:,Memory receives more data than expected,Servers power off,Routers reboot,Data is encrypted,a,Memory receives more data than expected
Security,8.2.1,Technical Threats,A mitigation for buffer overflow is:,Bounds checking,Open permissions,Weak coding,Unfiltered input,a,Bounds checking
Security,8.2.1,Technical Threats,A virus requires:,User interaction to spread,No host system,Cloud storage,Phone numbers,a,User interaction to spread
Security,8.2.1,Technical Threats,A worm differs from a virus because it:,Needs user action,Self-replicates across networks,Is harmless,Only infects printers,b,Self-replicates across networks
Security,8.2.1,Technical Threats,Keyloggers are used to:,Monitor CPU temps,Record keystrokes,Improve speed,Backup logs,b,Record keystrokes
Security,8.2.1,Technical Threats,Ransomware attacks typically:,Delete nothing,Encrypt data for payment,Improve security,Reduce risk,b,Encrypt data for payment
Security,8.2.1,Technical Threats,Spyware aims to:,Protect systems,Monitor user activity secretly,Speed up downloads,Filter spam,b,Monitor user activity secretly
Security,8.2.1,Technical Threats,Remote Access Trojans (RATs) allow attackers to:,Clean systems,Control devices remotely,Improve passwords,Close ports,b,Control devices remotely
Security,8.2.1,Technical Threats,Phishing usually involves:,Fake emails,Broken cables,Firewall tuning,DNS backups,a,Fake emails
Security,8.2.1,Technical Threats,Spear phishing is:,Random spam,Highly targeted phishing,Network scanning,DoS filtering,b,Highly targeted phishing
Security,8.2.1,Technical Threats,Smishing uses:,SMS messages,Voice calls,Apps,USB devices,a,SMS messages
Security,8.2.1,Technical Threats,Vishing uses:,Emails,Phone calls,Downloads,DNS servers,b,Phone calls
Security,8.2.1,Technical Threats,Pharming redirects:,Network cables,Users to fake websites,VLAN traffic,WiFi signals,b,Users to fake websites
Security,8.2.1,Technical Threats,Watering hole attacks compromise:,Trusted websites visited by targets,Hardware fans,Printer queues,Internal HR docs,a,Trusted websites visited by targets
Security,8.2.1,Technical Threats,USB baiting involves:,Offering free WiFi,Leaving infected USBs for victims,Sending texts,Brute forcing PINs,b,Leaving infected USBs for victims
Security,8.2.1,Technical Threats,DNS attacks often involve:,Redirecting traffic to malicious sites,Improving website speed,Updating certificates,Backing up servers,a,Redirecting traffic to malicious sites
Security,8.2.1,Technical Threats,DNS poisoning is:,Data cleaning,Corrupting DNS entries,Streaming data,Securing endpoints,b,Corrupting DNS entries
Security,8.2.1,Technical Threats,Insecure APIs can:,Expose sensitive data,Improve security,Encrypt passwords,Reduce risks,a,Expose sensitive data
Security,8.2.1,Technical Threats,A method to protect APIs is:,Weak auth,Strong authentication and validation,Open ports,SQL dumping,b,Strong authentication and validation
Security,8.2.1,Technical Threats,A man-in-the-middle attack occurs when attackers:,Block traffic entirely,Intercept communication between two parties,Backup emails,Patch systems,b,Intercept communication between two parties
Security,8.2.1,Technical Threats,A common prevention method against MITM is:,Using unencrypted WiFi,Using HTTPS and encryption,Sharing passwords,Closing browsers,b,Using HTTPS and encryption
Security,8.2.1,Technical Threats,Open WiFi networks are dangerous because:,They improve battery life,Attackers can sniff traffic,They are always encrypted,They use MFA,b,Attackers can sniff traffic
Security,8.2.1,Technical Threats,A simple protection method when using public WiFi is:,Disable updates,Use a VPN,Use weak passwords,Leave WiFi on always,b,Use a VPN
Security,8.2.2,Security Impact,Failure to maintain confidentiality may result in:,Non-compliance with regulations,Increased profits,Better marketing,Higher staff numbers,a,Non-compliance with regulations
Security,8.2.2,Security Impact,Loss of licence to practise can occur when:,Regulations are not followed,Staff are late,Emails are deleted,Meetings run over,a,Regulations are not followed
Security,8.2.2,Security Impact,Breaches of confidentiality cause:,Increased trust,Loss of trust,Faster systems,More free time,b,Loss of trust
Security,8.2.2,Security Impact,Poor privacy protection can damage:,Organisation image,Desk layout,Holiday calendars,Printer quality,a,Organisation image
Security,8.2.2,Security Impact,Financial loss may include:,Refunds,Coffee costs,Extra training days,More meetings,a,Refunds
Security,8.2.2,Security Impact,A data breach may lead to:,Legal action,More marketing opportunities,Extra holidays,Improved décor,a,Legal action
Security,8.2.2,Security Impact,What direct financial consequence can occur after a breach-,Fines,More storage,Higher wages,Faster networks,a,Fines
Security,8.2.2,Security Impact,Loss of earnings may occur because:,Contracts are terminated,Staff get promoted,More holidays,Office paint fades,a,Contracts are terminated
Security,8.2.2,Security Impact,Failing to maintain confidentiality can reduce:,Security,Office plants,IT storage,Car parking,a,Security
Security,8.2.2,Security Impact,Reduced security after a breach may result in:,More attacks,Fewer risks,Stronger legal position,Increased compliance,a,More attacks
Security,8.2.3,Human Threats,Weak encryption primarily increases the risk of:,Data integrity,Unauthorized data disclosure,Faster performance,Improved availability,b,Unauthorized data disclosure
Security,8.2.3,Human Threats,Using outdated SSL/TLS versions can enable:,Strong PFS,Downgrade/Man-in-the-Middle attacks,Faster TLS 1.3 handshakes,OCSP stapling,b,Downgrade/Man-in-the-Middle attacks
Security,8.2.3,Human Threats,"To mitigate weak encryption in transit, organisations should:",Prefer TLS 1.2+ and modern ciphers,Use plaintext HTTP,Disable certificate validation,Share private keys,a,Prefer TLS 1.2+ and modern ciphers
Security,8.2.3,Human Threats,Poor key management commonly causes:,Shorter outages,Key exposure and data compromise,Better latency,Easier scaling,b,Key exposure and data compromise
Security,8.2.3,Human Threats,A strong control for encryption keys is:,Store in source code,Use Hardware/Secure Key Management (HSM/KMS),Email to admins,Keep in shared spreadsheets,b,Use Hardware/Secure Key Management (HSM/KMS)
Security,8.2.3,Human Threats,An inadequate password policy often allows:,Long unique passphrases,Re-use across systems,MFA enforcement,Password managers,b,Re-use across systems
Security,8.2.3,Human Threats,A good password policy should require:,Short 6-char passwords,Complexity + length or passphrases,Plaintext storage,Shared team accounts,b,Complexity + length or passphrases
Security,8.2.3,Human Threats,Which storage approach is vulnerable-,"Salted hashing (e.g., bcrypt/Argon2)",Plaintext passwords,PBKDF2 with high iterations,Argon2id,b,Plaintext passwords
Security,8.2.3,Human Threats,"To mitigate brute force on logins, use:",Account lockout/Rate limiting,Unlimited retries,Static default passwords,Open RDP,a,Account lockout/Rate limiting
Security,8.2.3,Human Threats,Password rotation should be:,On every login,Triggered by compromise/events,Never used,Daily,b,Triggered by compromise/events
Security,8.2.3,Human Threats,An organisational anti-pattern is:,Unique individual accounts,Shared admin accounts,MFA for admins,Least privilege,b,Shared admin accounts
Security,8.2.3,Human Threats,Failing to use MFA increases susceptibility to:,Credential stuffing,Hardware failure,Power spikes,DoS only,a,Credential stuffing
Security,8.2.3,Human Threats,Best mitigation for stolen passwords is:,Longer usernames,Multi-factor authentication,Fewer users,Guest logins,b,Multi-factor authentication
Security,8.2.3,Human Threats,MFA fatigue attacks are reduced by:,Push-only MFA without limits,Number matching and limits,Reusing passwords,Disabling alerts,b,Number matching and limits
Security,8.2.3,Human Threats,"For privileged accounts, MFA should be:",Optional,Required,Discouraged,Replaced by SMS only,b,Required
Security,8.2.3,Human Threats,Out-of-date hardware often results in:,Unsupported drivers & security gaps,Better performance,Lower heat,Longer warranties,a,Unsupported drivers & security gaps
Security,8.2.3,Human Threats,Legacy software creates risk due to:,Frequent security patches,Lack of vendor support,Perfect compatibility,Auto-mitigation,b,Lack of vendor support
Security,8.2.3,Human Threats,Zero-day bugs are:,"Unknown, unpatched vulnerabilities",Old issues with fixes,UI problems,Backup failures,a,"Unknown, unpatched vulnerabilities"
Security,8.2.3,Human Threats,A mitigation against zero-days is:,Disable logging,Use virtual patching/WAF rules,Delay all updates,Ignore advisories,b,Use virtual patching/WAF rules
Security,8.2.3,Human Threats,Firmware left unpatched can allow:,Improved boot times,Low-level persistence by attackers,Automatic recovery,Memory defragmentation,b,Low-level persistence by attackers
Security,8.2.3,Human Threats,Software end-of-life (EOL) risk is:,More updates,No security fixes available,Free support forever,Guaranteed compatibility,b,No security fixes available
Security,8.2.3,Human Threats,"To manage legacy compatibility securely, use:",Unsupported OS in production,Network isolation & application whitelisting,Open SMB shares,Public RDP,b,Network isolation & application whitelisting
Security,8.2.3,Human Threats,Patch management should be:,Ad hoc,Risk-based and scheduled,Never required,Manual only,b,Risk-based and scheduled
Security,8.2.3,Human Threats,Inventory of assets helps by:,Hiding devices,Identifying outdated components,Increasing shadow IT,Reducing visibility,b,Identifying outdated components
Security,8.2.3,Human Threats,Secure boot/firmware signing helps prevent:,Code execution at boot by attackers,Screen brightness issues,Backup rotation,Password reuse,a,Code execution at boot by attackers
Security,8.2.3,Human Threats,Human error with file properties can cause:,Correct permissions,Overexposed data shares,Faster logins,Lower latency,b,Overexposed data shares
Security,8.2.3,Human Threats,Confirmation boxes reduce error by:,Slowing all tasks,Forcing users to review actions,Hiding warnings,Disabling logs,b,Forcing users to review actions
Security,8.2.3,Human Threats,Staff training mitigates errors by:,Increasing guesswork,Raising awareness of secure practices,Removing SOPs,Blocking updates,b,Raising awareness of secure practices
Security,8.2.3,Human Threats,A common misconfiguration is:,Least privilege,Public S3/share buckets unintentionally,MFA on admins,Strong logging,b,Public S3/share buckets unintentionally
Security,8.2.3,Human Threats,Change control helps prevent:,Unreviewed risky changes,Backups,Access reviews,Threat modeling,a,Unreviewed risky changes
Security,8.2.3,Human Threats,A runbook/SOP helps by:,Encouraging ad-hoc fixes,Providing step-by-step verified actions,Hiding responsibility,Avoiding documentation,b,Providing step-by-step verified actions
Security,8.2.3,Human Threats,Pre-deployment checks should include:,Open all ports,Security testing & approvals,Disable MFA,Use default passwords,b,Security testing & approvals
Security,8.2.3,Human Threats,Rollback plans mitigate:,Successful releases,Failed or insecure deployments,Training needs,Power costs,b,Failed or insecure deployments
Security,8.2.3,Human Threats,Peer review of changes helps catch:,Typos only,Security issues and misconfigurations,User interface ideas,Printer queues,b,Security issues and misconfigurations
Security,8.2.3,Human Threats,"If an employee is suspected of malicious activity, first action is:",Ignore it,Immediate removal from premises (per policy),Share admin credentials,Disable logging,b,Immediate removal from premises (per policy)
Security,8.2.3,Human Threats,"To limit further damage, organisations should:",Suspend user accounts immediately,Wait a week,Grant more access,Turn off monitoring,a,Suspend user accounts immediately
Security,8.2.3,Human Threats,Separation of duties reduces:,Holiday conflicts,Fraud risk,Power usage,Backups,b,Fraud risk
